;liste_acteurs;nb_comedie;nb_drame
29144;John Ralston;0;3
29145;Reagan Pasternak;2;0
29146;Alessandro Blasetti;0;1
29147;Thomas Horn;0;1
29148;Al Madrigal;1;0
29149;Konstandinos Markoulakis;0;1
29150;Michael Bishop;1;0
29151;Wellington A. Playter;0;1
29152;Vittorio Edet;1;0
29153;Monika Niemczyk;0;2
29154;Ejike Asiegbu;0;1
29155;Carlos Álvarez-Novoa;0;2
29156;June Allyson;1;1
29157;Pedro Miguel Martínez;0;1
29158;Ahmed Mahgoub;0;1
29159;Asier Etxeandia;1;2
29160;Hector Herrera;0;1
29161;Ann Dusenberry;0;2
29162;Masihullah Feraji;0;1
29163;Joseph Bologna;4;0
29164;David Maldonado;0;2
29165;Vladimir Cruz;2;0
29166;Nana Funabiki;1;0
29167;John Terlesky;1;0
29168;Edmund Lowe;1;0
29169;David Arquette;2;0
29170;Leonardo Della Bianca;0;3
29171;Antonia Liskova;7;7
29172;Sebastian Fritz;0;3
29173;Yoram Honig;0;1
29174;Marian Saastad;0;1
29175;Nicole Felix;1;0
29176;Tôri Matsuzaka;0;1
29177;Pom Klementieff;2;0
29178;Matt Cornett;1;0
29179;Angelica Leo;1;0
29180;Shulamit Adar;0;1
29181;Alberto Jo Lee;1;0
29182;Sean Combs;0;1
29183;Nada Fiorelli;0;2
29184;Mimi Branescu;0;1
29185;Tom Bower;2;1
29186;Michael Kitchen;0;1
29187;Philip Abbott;2;1
29188;Armando Pizzuti;1;0
29189;Rosa Maria Penna;0;1
29190;Paul Brewster;0;1
29191;Wladimir Yordanoff;2;0
29192;Megumi Morisaki;0;1
29193;Diane Kruger;1;10
29194;Aleksej Merkurev;0;1
29195;Silvia Monfort;0;1
29196;Jun-seok Heo;1;0
29197;Tony Tammaro;2;0
29198;Joel Jackson;0;1
29199;James Handy;1;1
29200;Bulent Yarar;0;1
29201;Uberto Kovacevich;1;0
29202;Allison Rutledge-Parisi;1;0
29203;Brigitte Bardot;5;5
29204;Rainer Sellien;0;1
29205;Alex Arsenault;1;0
29206;Yile Vianello;0;1
29207;Simon Hedger;1;0
29208;MÃ¡ria TasnÃ¡di Fekete;1;0
29209;Veronique Matonidze;0;3
29210;Jules Bruff;0;1
29211;Trey Parker;1;0
29212;John Garcia;1;0
29213;Samantha Clay;0;1
29214;Ronald Beurms;0;1
29215;Justin Smith;1;0
29216;Antonio Petrocelli;7;1
29217;Alfredo De Antoni;1;0
29218;Maria Thelma Smáradóttir;0;1
29219;Elizabeth Berrington;0;1
29220;Stéphanie Cléau;0;1
29221;Andrea Savage;2;0
29222;Alex McArthur;0;1
29223;Siena Agudong;1;0
29224;Dana Millican;0;2
29225;Lello Arena;8;2
29226;Daniela Ramirez;0;1
29227;Clare Dunne;1;0
29228;Teresa Del Vecchio;2;0
29229;Astro;0;2
29230;Sara Franchetti;1;0
29231;Shea Fowler;1;0
29232;Ernesto Alterio;5;4
29233;Adil Akhmetov;0;1
29234;Lilia Neyung;1;0
29235;Adeel Akhtar;2;2
29236;Juliette Lewis;13;5
29237;Daniel Eric Gold;1;0
29238;Alex Karras;1;0
29239;Chihiro Abe;0;1
29240;David Marciano;1;0
29241;Alexa Blair Robertson;1;0
29242;Eitan Cunio;0;2
29243;Jean-Pierre Kalfon;0;3
29244;Michael McKean;9;0
29245;Michel Simon;4;3
29246;Ludovica Modugno;1;0
29247;Silvio Orlando;12;9
29248;Christopher O'Shea;0;1
29249;Edmund Gurney;0;3
29250;Lisa Amedjout;0;1
29251;Betty White;2;1
29252;Lana Antonova;0;1
29253;Francesco Anniballi;1;0
29254;Michael William Freeman;0;2
29255;Maja Ostaszewska;0;1
29256;Kevin Jubinville;0;1
29257;David Ferry;0;1
29258;Keith Coogan;2;0
29259;David Gant;0;2
29260;Ronan O'Casey;0;1
29261;Paul Benjamin;0;1
29262;Alexandra Daddario;2;0
29263;Morten Faldaas;1;0
29264;Michel Vuillermoz;2;0
29265;Elina Löwensohn;1;6
29266;Isa Miranda;3;7
29267;Gail Russell;0;1
29268;Monica Fiorentini;1;0
29269;Charlotte Timmers;1;0
29270;Marc Hosemann;1;1
29271;Dimitri Corchialis;1;0
29272;Jody Racicot;1;0
29273;Mary Alden;0;1
29274;Antony Holland;1;0
29275;Parker Sevak;0;1
29276;Sammi Kane Kraft;1;0
29277;Erika Urban;0;1
29278;Graziano Salvadori;1;0
29279;Benita Ha;1;0
29280;Belén Rodríguez;1;0
29281;Katherine Waterston;4;1
29282;Lyman Chen;1;0
29283;Sâm Mirhosseini;0;2
29284;Jaspal Bhatti;2;0
29285;Kelly Rowan;1;2
29286;Taiji Tonoyama;0;2
29287;Sam Jaffe;1;3
29288;Elsa Zylberstein;2;2
29289;Mackenzie Phillips;2;0
29290;Paula Malia;1;0
29291;Mani Haghighi;0;1
29292;Azura Skye;1;0
29293;Valentina Cervi;8;2
29294;Ken Kaneko;0;1
29295;Nadji Jeter;1;0
29296;Rowena King;1;0
29297;Zhappas Dzhailaubaev;1;0
29298;Chen Chang;1;2
29299;Graham Rouse;0;1
29300;Manuela Arcuri;4;0
29301;Andrea Drahota;0;1
29302;Utpal Dutt;0;4
29303;Attila Borlan;0;1
29304;Keith Jardine;1;0
29305;Nina Soldano;1;0
29306;John Beasley;1;0
29307;Eugene Deckers;1;0
29308;Alex Buck;0;1
29309;Adrienne Servantie;1;0
29310;Susan Jane Tanner;1;0
29311;Takaaki Enoki;0;1
29312;Ken Kennedy;1;0
29313;Gaby André;0;2
29314;Fabrizio Forte;0;1
29315;Brittany Benson;1;0
29316;Ken Burrows;1;0
29317;Patrick Fischler;2;1
29318;Dots M. Johnson;0;1
29319;Robin de Jesus;2;0
29320;Nicola De Buono;1;0
29321;Federica Moro;2;0
29322;Heide Kipp;0;1
29323;Nicole Grimaudo;8;2
29324;Juhan Ulfsak;0;2
29325;Annalisa Favetti;1;0
29326;Stepin Fetchit;1;0
29327;Luigi Catani;0;1
29328;Alfre Woodward;0;3
29329;Amanda Troya;0;1
29330;Frieda Pittoors;0;1
29331;Fred Williams;0;1
29332;Danica Moors;0;2
29333;Dieter Montag;0;1
29334;Adrien Michaux;0;2
29335;Emilio Solfrizzi;8;3
29336;Teresa Benevides Schermuly Santos;0;1
29337;Phoebe Paterson de Heer;1;0
29338;Kakha Kobaladze;0;1
29339;Chandra Wilson;0;3
29340;Dong-hwi Lee;1;0
29341;Langley Kirkwood;0;2
29342;Zaal Goguadze;0;1
29343;Kevin McHale;0;1
29344;Marcello Paolini;2;0
29345;Kam Heskin;4;0
29346;Todd Louiso;4;1
29347;Shel Shapiro;3;1
29348;Mila Stanic;2;0
29349;Ah-Leh Gua;1;0
29350;Gabrielle Dorziat;0;2
29351;Licia Lombardi;1;0
29352;David Masajnik;1;0
29353;Shinichi Uchida;0;1
29354;Omar Elba;0;1
29355;Nicolò Belliti;0;1
29356;Luigi Cimara;3;1
29357;Danny Kaye;6;1
29358;Barbara Harris;4;2
29359;Michelle Pfeiffer;12;8
29360;Spaldin Gray;0;1
29361;Pio Stellaccio;0;1
29362;Silvia De Grandi;1;0
29363;Irma Bischofova;0;1
29364;Nino Manfredi;47;6
29365;Stan Ivar;0;4
29366;Nestor Serrano;1;0
29367;Paolo Buglioni;0;1
29368;Walter Hampden;1;0
29369;Alessandro Stefanelli;0;1
29370;Giles King;0;1
29371;Stephen Baldwin;3;1
29372;Frederick Worlock;0;1
29373;Angela Alvarado;0;2
29374;Raghubir Yadan;0;1
29375;Natasha Lytess;1;0
29376;Gustavo Caputo;1;1
29377;D'Arcy Allen;1;0
29378;Thao Maerten;0;1
29379;Mabel Lozano;1;0
29380;Ellen Sandweiss;1;0
29381;Derek Mears;0;1
29382;Steven Berkoff;1;3
29383;Massimo Wertmüller;8;3
29384;Daniela Kolárová;1;0
29385;Marwan Zeghbib;1;0
29386;E.F. Fürbinger;0;2
29387;Guido Mannari;1;0
29388;Patrick Gimenez;0;2
29389;Eiko Minami;0;1
29390;Gene Williams;1;0
29391;Marlene Dietrich;4;5
29392;Bianca Della Corte;0;2
29393;Rosario Borelli;1;1
29394;Arnold Johnson;2;2
29395;Doona Bae;2;0
29396;Matteo Oscar Giuggioli;2;0
29397;Melora Hardin;2;0
29398;Ping-Yu Chang;0;1
29399;André Certes;0;2
29400;Manolo Zarzo;2;0
29401;Medalion Rahimi;0;1
29402;Deniz Ozdogan;1;0
29403;Alba Ribas;1;0
29404;Yann Collette;0;1
29405;Alex Shaffer;2;0
29406;Thierry Toscan;0;3
29407;Piotr Rogucki;0;1
29408;Wim Delvoye;0;1
29409;Sabina Ciuffini;1;0
29410;Rain;1;0
29411;Elliott Gould;12;3
29412;Rose Ghavami;1;0
29413;Kirk Morris;1;0
29414;Urs Remond;0;2
29415;Taran Killam;3;2
29416;Brigitt Petry;1;0
29417;Jimmy Palumbo;1;0
29418;Felicia Reuter;0;1
29419;Hugh O'Connor;1;1
29420;Courtney Gains;2;0
29421;Elana Dunkelman;1;0
29422;Amanda Anka;1;0
29423;Christy Bella Joiner;0;1
29424;Karin Kienzler;0;1
29425;Constance Talmadge;0;1
29426;Riza Akin;0;1
29427;Vermyttya Erahn;1;0
29428;Anna Karina Dyatlyk;0;1
29429;Angeline Ball;0;1
29430;Helga Liné;1;0
29431;John Pankow;3;0
29432;Pino Micol;2;0
29433;Maxim Swinton;0;1
29434;Pino Mauro;2;0
29435;Colin Ford;2;2
29436;Matteo Martari;0;2
29437;Alan Rachins;0;1
29438;Rudolf Forster;0;1
29439;Oriella Dorella;0;1
29440;Gaia Di Pietro;0;1
29441;Franco Navarra;0;2
29442;Dipankar Dey;0;1
29443;Seon-ae Ko;0;4
29444;Davide Tuniz;0;1
29445;Rosie Day;1;0
29446;Linda Evans;1;0
29447;Andréa Ferréol;8;4
29448;Billy Kay;1;0
29449;Bobby Deol;2;0
29450;Rinat Khismatouline;2;2
29451;Piroska Molnár;0;3
29452;Abdessamed Miftah El Kheir;1;0
29453;Sue Cremin;0;1
29454;Youssef Hajdi;2;0
29455;Malik Blumenthal;0;1
29456;Bonnie Hunt;2;4
29457;Emanuela Pala Carboni;0;1
29458;Katsutaro Bando;1;0
29459;Totò;72;1
29460;Luca Malinowski;0;1
29461;Kevin Dillon;2;0
29462;Chico Martínez;0;1
29463;Walter Hudd;1;0
29464;Jasika Nicole;1;0
29465;Carol Grace;1;0
29466;Russell Dykstra;1;0
29467;Dean-Charles Chapman;0;3
29468;Golnaz Farmani;0;1
29469;Mylène Dinh-Robic;0;1
29470;Vladimir Ilyn;1;0
29471;Pernilla August;1;3
29472;Francesca Chiarantano;0;3
29473;Claude Pascadel;0;1
29474;Anders Holm;3;0
29475;Anne Judson-Yager;1;0
29476;In-gi Jeong;0;2
29477;Patrick Tierney;1;0
29478;Ettore Manniu;1;0
29479;Sindi Lacej;0;3
29480;Burt Kwouk;1;0
29481;Eb Davis;1;0
29482;Gustavo Sánchez Parra;0;1
29483;Marko Mandic;0;1
29484;Katie Finneran;1;0
29485;Gianni Garofalo;2;1
29486;Harry Styles;0;1
29487;Natalya Batrak;0;1
29488;Sebastiano Fumagalli;0;1
29489;Daniel Freire;1;1
29490;Marc Zinga;1;3
29491;Giorgia Bignami;1;0
29492;Howard Vernon;0;2
29493;Elliott Tittensor;0;2
29494;Alessandro Mascali;1;0
29495;Lena Grinda;1;0
29496;Mohsen Makhmalbaf;2;0
29497;Lee Sun-Kyun;0;1
29498;Germaine Dermoz;0;1
29499;Tim Conway;4;0
29500;Julian Littman;1;0
29501;Carol Dempster;2;0
29502;Lorenzo Renzi;0;1
29503;Renato Pozzetto;39;1
29504;Siegfried Graue;0;1
29505;Sheila Atim;0;1
29506;Lauren Schneider;0;2
29507;Suzanne Ford;1;0
29508;Chiaretta Gelli;2;0
29509;Drew Barrios;0;1
29510;Robert G. Slade;0;2
29511;Eleonora Vallone;0;2
29512;Nicola Ransom;0;1
29513;Leelee Sobieski;3;7
29514;Che Timmins;0;1
29515;John Malkovich;7;17
29516;Merrie Spaeth;1;0
29517;Juliet Aubrey;0;2
29518;Lorenzo Pedrotti;0;2
29519;John Early;1;0
29520;Donovan Elmore;1;0
29521;Chen Meifeng;0;1
29522;Smaran Ghosai;0;1
29523;Ricky Parker;1;0
29524;David Paetkau;1;0
29525;Peter Davy;0;2
29526;Tove Tellback;0;1
29527;Marte Magnusdotter Solem;1;1
29528;Alex Feldman;1;0
29529;Amaliya Mordvinova;1;0
29530;Tomasz Zietek;0;2
29531;Chandra West;1;0
29532;Zoe Myers;1;0
29533;Daniele de Martino;1;0
29534;Janusz Mond;0;1
29535;Sara Paxton;3;0
29536;Gilbert Roland;0;4
29537;Brent Spiner;1;0
29538;Bill Raymond;0;2
29539;Andrea Bolea;0;3
29540;Tatiana Luter;0;4
29541;Bret McKenzie;1;0
29542;Rolf Becker;1;2
29543;Clement Metayer;1;2
29544;Teuda Bara;0;5
29545;Kim Sung-Oh;0;1
29546;Klaus Maria Brandauer;0;7
29547;Ahney Her;0;1
29548;Michael Roll;1;0
29549;Georges Hilaire;0;2
29550;Yvette Mimieux;0;2
29551;Mark Feuerstein;1;1
29552;Óscar Núñez;4;0
29553;Manuel Fanego;0;1
29554;Norman Lloyd;1;0
29555;Gudrun Okras;0;1
29556;Béatrice Romand;5;0
29557;Bobby Mauch;1;0
29558;Gwendoline Christie;1;0
29559;William Xifaras;1;2
29560;Frédéric Sandeau;1;0
29561;Zaki Youssef;1;0
29562;Katia Winter;2;0
29563;María Isbert;2;0
29564;Cleonise Malulo;0;1
29565;Beatrice Mancini;0;2
29566;Rossana Montesi;1;0
29567;Vera Maretskaja;1;0
29568;Yi Ding;0;1
29569;Sergej Lunkevic;0;2
29570;Mike Magat;0;2
29571;Raymond Roe;1;0
29572;Alexandre Astier;1;0
29573;Dario Grandinetti;2;1
29574;Roscoe Lee Browne;2;3
29575;Walter Brandi;0;1
29576;Stanley Baker;2;5
29577;Marisa Fiorio;1;0
29578;Nichole Bloom;1;0
29579;Grégori Dérangère;1;0
29580;Nicky Tesco;1;0
29581;Daniele Interrante;1;0
29582;Yoshi Kato;0;1
29583;Amiran Amiranachvili;0;2
29584;Mike Minogue;1;0
29585;Richard Hope;2;0
29586;Christopher Fulford;1;0
29587;David Riondino;3;1
29588;Annica Rodolico;0;2
29589;Ryan Steele;0;1
29590;Elisa Tovati;1;0
29591;Bobby Solo;1;0
29592;Atta Yaqub;0;1
29593;Johannes Zeiler;0;1
29594;Macarena Battista;0;1
29595;Sam Claflin;0;2
29596;Filippo Pucillo;0;2
29597;Cristina Marino;2;0
29598;Alberto Pudia;1;0
29599;Irén Bordán;0;1
29600;Vitalba Andrea;0;3
29601;Mia Sara;1;1
29602;Pablo Echarri;0;4
29603;Lorenza Indovina;5;6
29604;Tommy Bartlett;1;0
29605;Franco Bracardi;2;0
29606;Muriel Baumeister;2;0
29607;Stine Fischer Christensen;0;2
29608;Pert Kelton;1;0
29609;Pearl Bailey;1;1
29610;Tonea Stewart;0;2
29611;Pier Luigi Misasi;0;1
29612;Jonathan Bennett;2;0
29613;Krzysztof Bednarski;1;0
29614;René Lefèvre;2;0
29615;He Xiao Shuang;0;1
29616;Ursula Braun;0;1
29617;Bernadette Peters;2;0
29618;Pierpaolo Capovilla;1;0
29619;Anne Ditchburn;0;1
29620;John Albright;1;0
29621;Michael Yurchak;1;0
29622;Karl Ludwig Diehl;1;0
29623;C. Thomas Howell;2;1
29624;Linda Speciale;1;0
29625;Diana Kiss;0;2
29626;Carlos Leal;1;1
29627;Andrei Gusev;0;1
29628;Cao Yindi;0;1
29629;Claire Danes;4;7
29630;Marie-France Lambert;0;1
29631;Shelley Long;8;1
29632;Douglass Dumbrille;2;2
29633;Miranda Hart;1;2
29634;Geneviève Plet;1;0
29635;Andrea Castelli;0;2
29636;Anna-Katharina Müller;0;1
29637;Mariangela Matania;0;1
29638;Ib Hansen;0;5
29639;Daniel BondÃ¬;0;2
29640;Christian Marin;1;0
29641;Lia Angeleri;0;1
29642;Cassi Davis;1;0
29643;Julie Sokolowski;1;0
29644;Waël Sersoub;1;2
29645;Henry Nixon;0;1
29646;Allan Souza Lima;0;1
29647;Pauli Poranen;0;2
29648;Priya Anand;0;2
29649;Melissa Ordway;1;0
29650;Dennis Rodman;1;0
29651;Richard Dysart;0;2
29652;Eric Lloyd;1;0
29653;Pep Ambròs;1;0
29654;Edward Fox;1;1
29655;Amanda Arcuri;0;1
29656;Zoe Bell;1;0
29657;Argyris Bakirtzis;0;1
29658;Sean Murray;0;5
29659;Richard Jaeckel;2;0
29660;Stella Egitto;5;3
29661;Katherine LaNasa;1;2
29662;Anna Chlumsky;3;1
29663;Fabian Busch;0;2
29664;George Foundas;1;1
29665;Nikolai Rybnikov;0;1
29666;Rishad Noorani;1;0
29667;Som Lee;0;1
29668;Patrick Wilson;5;0
29669;Mackenzie Davis;5;2
29670;Lon Chaney;0;5
29671;Maurizio Donadoni;2;6
29672;Davide Riso;1;0
29673;Aphisit Hama;0;1
29674;Max Raabe;0;3
29675;Strother Martin;1;1
29676;Denis O'Dea;0;1
29677;Lala Sarkissian;1;0
29678;Floy;1;0
29679;Victoria Mayer;0;1
29680;Roberto Caccioppoli;0;2
29681;Askhat Kuchencherekov;1;0
29682;Marieh Delfino;1;0
29683;Julie Andrews;14;3
29684;Kevin Smith;4;0
29685;Luisa Corleone;1;0
29686;Lucien baroux;2;0
29687;Isis Davis;0;2
29688;Tuccio Musumeci;3;1
29689;Rickey Kelman;1;0
29690;William Angiuli;1;0
29691;Simon Woods;1;0
29692;Virginia Da Brescia;1;0
29693;Yixin Hu;0;1
29694;Morten Kirkskov;0;3
29695;Anna Krotoska;0;1
29696;Anna Kalaitzidou;0;2
29697;Arthur Hunnicutt;1;0
29698;Cecilia Dazzi;7;0
29699;Mohammed Chaara;1;0
29700;Sílvia Gomes Ferreira;1;0
29701;Luana Anders;0;2
29702;Ville Hilska;1;0
29703;George Pistereanu;0;1
29704;Jack Yao;1;0
29705;Oscar Pauleau;1;0
29706;Nicola Siri;1;0
29707;Gary Bayer;0;1
29708;Marcus T. Paulk;2;0
29709;Pascal Tréguy;1;0
29710;Larry Gates;1;0
29711;Kôtarô Bandô;0;1
29712;Vivek Oberoi;1;0
29713;Rebel Wilson;9;0
29714;Udo Samel;1;2
29715;Dino Emanuelli;2;0
29716;Flavio Bonacci;1;2
29717;Jeremy Guilbaut;1;0
29718;Lee Patrick;4;3
29719;Rena Owen;0;3
29720;Allison Hossack;0;2
29721;Anna Karina;4;5
29722;Gabriele Carrara;0;1
29723;Pee Wee Herman (Paul Reubens);2;0
29724;Stéphane Varupenne;0;1
29725;Tahar Rahim;1;3
29726;Dennis Lindsey;0;1
29727;Massimiliano Iacolucci;0;2
29728;Eva-Maria Kurz;0;2
29729;Eldar Residovic;0;1
29730;Angel Aranda;2;0
29731;Jack McBrayer;3;0
29732;Carlo Sposito;5;1
29733;Boris Plotnikov;0;1
29734;Harry Frank;0;2
29735;Peter O'Meara;1;0
29736;Chigusa Takayama;0;1
29737;Pyotr Todorovskij;0;2
29738;Andreas Wigand;0;1
29739;Al Waxman;2;2
29740;Ben Cook;0;1
29741;Francis Lemonnier;1;0
29742;Welker White;1;0
29743;Keith Carradine;1;5
29744;Valerio Mazzucato;0;3
29745;Montagu Love;1;0
29746;Renata Zamengo;0;2
29747;Diane Cilento;2;2
29748;Pierre Cosso;2;0
29749;Rodrigo Santoro;2;1
29750;John Meillon;1;2
29751;Patrick Timsit;2;0
29752;Peter Bucossi;0;1
29753;Eleanor Bron;1;1
29754;Ben Miller;4;1
29755;Demi Moore;6;6
29756;Ni Hong-jie;0;1
29757;James Hampton;2;1
29758;Joana Medeiros;1;0
29759;Mike McGlone;1;0
29760;Javier Bardem;3;13
29761;Alexander Siddig;0;1
29762;Lajos Kovács;0;2
29763;Alexis Raben;1;0
29764;Guglielmo Poggi;2;0
29765;Alexandra Neil;0;1
29766;Charlie Sheen;12;5
29767;Nunzio Gallo;0;1
29768;Jake D. Smith;1;0
29769;Jeannine Kaspar;0;2
29770;Lionel Stander;13;1
29771;Jason Biggs;8;1
29772;Stanislas Merhar;1;1
29773;Patrick Catalifo;0;1
29774;David La Haye;0;1
29775;Wesley Jonathan;2;0
29776;Déborah Lukumuena;1;0
29777;Matt Bomer;3;1
29778;Sho Aoyagi;0;2
29779;Kharálampos Goyós;0;2
29780;Ralph Carlsson;0;2
29781;José Torres;0;1
29782;Carla Quevedo;1;3
29783;Bianca Guaccero;2;1
29784;Yasar Güner;0;2
29785;Dave Coulier;1;0
29786;Yvonne Lombard;1;0
29787;Manuela Denz;1;0
29788;Gloria Ramos;1;0
29789;Kathleen Turner;9;4
29790;Olivier Saladin;1;0
29791;Lucio Montanaro;7;0
29792;Peter Moland;0;3
29793;Théophile Baquet;1;0
29794;Andrea Howard;1;0
29795;Tian Feng;0;1
29796;Fabienne Galula;1;0
29797;Jeremy Wheeler;0;1
29798;Brother Eden Douglas;1;0
29799;Mary Andersen;1;0
29800;Daniel Horvath;1;0
29801;Francesco Cavallo;1;0
29802;Ashanti;1;0
29803;Simon Rake;1;0
29804;Dianne Weller;0;1
29805;Stefania Rocca;10;9
29806;Mudassar Ashraf;0;1
29807;Luca Badagliaccio;1;0
29808;Ernesto Yañez;0;1
29809;Ida Turay;1;0
29810;Ana Reeder;1;1
29811;Eve Arden;3;0
29812;Ingrid Kavelaars;1;0
29813;Jenna Friedenberg;0;1
29814;Daniel Brühl;3;11
29815;Sean Patrick Thomas;1;0
29816;Antoine Monot jr.;0;2
29817;Yvonne Orji;2;0
29818;Georges Montax;1;0
29819;Clémence Meyer;0;1
29820;Pascale Dinizani;1;0
29821;Romina Mondello;1;5
29822;Mario Scaccia;7;4
29823;Lun Ai;1;0
29824;Didier Bourdon;3;0
29825;Luisa Sanchez;1;0
29826;Jim Liu;1;0
29827;Aneeta Kanvar;0;1
29828;Russell Wong;1;0
29829;Ricardo Darín;6;4
29830;Newroz Baz;0;1
29831;Frank Villard;0;1
29832;Susanna Mantega;0;1
29833;Simone De Bianchi;1;0
29834;Enrique Pineyro;0;1
29835;Amina Musavi;0;1
29836;Florence Stanley;2;0
29837;Susan Elliot;0;1
29838;Lennard Bertzbach;1;0
29839;Stefania De Francesco;0;1
29840;Craig Ferguson;2;2
29841;Angelica Amor;1;0
29842;Jan Bijvoet;0;3
29843;Manuela Lamanna;0;1
29844;Mathias Petersen;1;0
29845;Steven Vidler;1;0
29846;Andreas Christ;1;0
29847;Gina McKee;2;2
29848;Cassie Scerbo;1;0
29849;Arvydas Lebeliunas;0;1
29850;Ireneusz Czop;1;0
29851;Dave Bean;0;1
29852;Florian Weber;0;2
29853;Nam-gil Kim;1;0
29854;Lee Montgomery;1;0
29855;Katy Boyer;0;1
29856;Kelsey Grammer;4;0
29857;Magnus Eriksson;0;2
29858;Roger Haskett;1;0
29859;Seth Green;10;0
29860;Anthony Quayle;0;3
29861;Massimo Ranieri;2;11
29862;Alejandro Rey;1;0
29863;Vegar Hoel;1;1
29864;Sekar Sari;0;2
29865;Giorgio Tirabassi;8;6
29866;Luca Nucera;1;0
29867;Sean Scully;1;0
29868;Jordan Young;0;1
29869;Hasibullah Rasooli;0;1
29870;K.C. Clyde;1;0
29871;Ingrid De Vos;0;2
29872;Damian O'Hare;0;1
29873;Virginie Ledoyen;4;6
29874;Deborah Rush;2;0
29875;Mary Cadorette;1;0
29876;Saad Lostan;0;2
29877;Omri Katz;1;0
29878;Eric Server;0;3
29879;Amelie Thomesen;0;3
29880;Jackie Cooper;0;1
29881;Joe Forgione;0;1
29882;Bob Herron;1;0
29883;Mauro Bronchi;1;0
29884;Andrew Seeley;1;0
29885;Cristian Marletta;0;1
29886;Ilya Isaev;1;0
29887;Ricky Gervais;4;0
29888;Amy Yasbeck;2;0
29889;Ivo Ban;1;0
29890;Paqui Horcajo;1;0
29891;Brunello Rondi;1;0
29892;Jean Sorel;7;11
29893;Erika Oda;0;1
29894;Elisabeth Trissenaar;0;1
29895;Christopher Fairbank;0;1
29896;Daniele Pilli;0;1
29897;Luca Barbareschi;4;3
29898;Spoken Reasons;1;0
29899;Benoît Ferreux;1;0
29900;Lisa Arrindell Anderson;1;2
29901;Ron Perkins;0;2
29902;John Justin;0;2
29903;Lily Epply;0;1
29904;Hal Ozsan;0;1
29905;Chad Michael Murray;2;0
29906;John Roselius;1;0
29907;Madeline Carroll;4;1
29908;Grazia Maria Spina;2;0
29909;Denise Sicignano;1;0
29910;Lucio Pierri;1;0
29911;Eva Calvo;0;2
29912;Enrico Maisto;0;1
29913;Paola Venditto;0;1
29914;Karoline Herfurth;4;3
29915;Leo Anchoriz;2;0
29916;Matteo Korreshi;0;1
29917;Kay Kendall;2;0
29918;Christian Benedetti;1;0
29919;Olinto Cristina;3;0
29920;Richard Harris;1;9
29921;Mario Maranzana;2;0
29922;Annie Mercier;3;0
29923;Luis Alberto Heras;0;1
29924;Saro Urzì;9;5
29925;Hans-Jürgen Schatz;0;1
29926;Will Mellor;1;0
29927;Iakovos Kamhis;0;1
29928;Andrew Horne;0;2
29929;Alan Marshal;1;3
29930;Alexandre Golntcharov;0;1
29931;Simon Paisley Day;0;2
29932;Tenoch Huerta;0;1
29933;Harrison Ford;4;2
29934;Chris Chalk;0;3
29935;Aleksandr Sokurov;0;1
29936;Thomas Schall;0;1
29937;Masaya Tsukida;0;1
29938;Eugenia Capizzano;0;1
29939;Jordi Bosch;0;1
29940;Ciaran Owens;1;0
29941;Ruth Becquart;0;1
29942;Gassan Abbas;1;1
29943;Belgica Castro;0;1
29944;Larissa Laskin;0;1
29945;Alice Taglioni;2;1
29946;Isabella Pennisi;1;0
29947;Katharine Isabelle;2;0
29948;Hikari Mitsushima;0;1
29949;Jason Toler;0;1
29950;Daniel Bellus;1;0
29951;Umberto Sardella;1;0
29952;Timothy Daly;0;1
29953;Mayu Tsuruta;0;1
29954;Leslie Grace;1;0
29955;Eli Muallem;0;1
29956;Pamela Anderson;2;0
29957;Jean-Roger Milo;0;1
29958;Tano Alansar;1;0
29959;Kais Nashif;1;1
29960;Tess Masazza;1;0
29961;Timothy Bottoms;0;1
29962;Yuval Mendelson;0;2
29963;Portia Doubleday;2;0
29964;Edward Ellis;1;0
29965;Rosaria Biccica;1;0
29966;Greg Bennett;0;1
29967;Perrette Pradier;1;1
29968;Tony Anthony;1;0
29969;Heinz Hoenig;0;3
29970;Ranko Hanai;1;1
29971;Maurizio Casagrande;14;1
29972;Gürkan Küçüksentürk;1;0
29973;Alan Boyce;1;0
29974;Lunetta Savino;8;2
29975;Baby K;0;1
29976;Tshepo Maseko;0;1
29977;Marcos Hernández;0;1
29978;Oliver James;2;0
29979;Marcela Feregrino;0;1
29980;Patricia Dahlquist;0;1
29981;Kate Yacula;0;1
29982;Erno Crisa;0;3
29983;Loredana Ferrara;0;1
29984;Takashi Kobayashi;1;0
29985;Clive Revill;3;1
29986;Vivian Jaber;1;0
29987;Miklós Horváth;1;0
29988;Brian Donlevy;2;3
29989;Dharshan Dharmaraj;1;0
29990;Paul Harvey;0;1
29991;Tatiana Maslany;0;2
29992;Lyudmila Razumova;0;1
29993;Zlatko Buric;0;1
29994;Eugenia Yuan;0;1
29995;Karen Allen;2;2
29996;John Arnold;0;1
29997;Mercedes Cabral;0;2
29998;Jane Ubrien;1;0
29999;Gianni Ansaldi;1;0
30000;Luna Maxeiner;1;0
30001;Harry Reems;1;0
30002;Pat Harmon;1;0
30003;Christian Byers;0;1
30004;Codin Maticiuc;1;0
30005;Rosi Franzese;0;1
30006;Alda Mangini;1;0
30007;Jared Abrahamson;0;1
30008;Alice Evans;3;0
30009;Jan Vostrcil;3;0
30010;Meredith Hagner;2;0
30011;Alistair McGowan;1;0
